Sim_Index,Return_Code,Prop_0_Endpoint1,Prop_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Prop_0_Endpoint3,Prop_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
42,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.22,0.34,0.12,0.0897997772825746,1.33630620956212,0.0907246038607101,0.28,0.54,0.26,0.0983666610188635,2.6431719579273,0.00410666553237349,0.0124193306515523,0.0907246038607102,0.0123199965971205,0.0907246038607102,50,50,100,1,0,1,1,1,1,0,0,1
43,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.2,0.36,0.16,0.0897997772825746,1.7817416127495,0.0373956887934721,0.24,0.56,0.32,0.0979795897113271,3.26598632371091,0.000545417588062702,0.00138064452725728,0.0373956887934721,0.00138064452725728,0.0373956887934721,50,50,100,1,0,1,1,1,1,0,0,1
44,0,0.06,0.26,0.2,0.0733212111192934,2.72772362794991,0.00318865071084418,0.16,0.38,0.22,0.0887918915216925,2.47770372079812,0.00661154485112425,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.00956595213253254,0.00956595213253254,0.00956595213253254,0.00956595213253254,50,50,100,1,1,1,1,1,1,0,0,1
45,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.34,0.46,0.12,0.0979795897113271,1.22474487139159,0.110335680959923,0.0186289959773285,0.0426407226400958,0.110335680959924,0.110335680959924,50,50,100,1,0,0,1,1,1,0,0,1
46,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,0.36,0.54,0.18,0.099498743710662,1.80906806746658,0.035220214636044,0.0248655587233583,0.135252768481353,0.070440429272088,0.135252768481353,50,50,100,1,0,0,1,1,1,0,0,1
47,0,0.1,0.2,0.1,0.0714142842854285,1.40028008402801,0.0807147311835417,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,0.0807147311835417,0.0565003833429432,0.0565003833429432,0.0807147311835417,50,50,100,0,0,0,1,1,1,0,0,0
48,0,0.06,0.36,0.3,0.0814616474176652,3.68271462105177,0.000115381722164409,0.18,0.52,0.34,0.0953939201416946,3.56416844485452,0.000182505753627216,0.36,0.62,0.26,0.0999799979995999,2.60052015605202,0.00465412753578431,0.000346145166493228,0.000365011507254432,0.00465412753578432,0.00465412753578432,50,50,100,1,1,1,1,1,1,0,0,1
49,0,0.12,0.3,0.18,0.0814616474176652,2.20962877263106,0.0135654683700883,0.14,0.46,0.32,0.0916515138991168,3.49148624377588,0.00024017059999093,0.3,0.56,0.26,0.0990151503558925,2.62586078055203,0.00432150800110165,0.0135654683700883,0.00072051179997279,0.00864301600220331,0.0135654683700883,50,50,100,1,1,1,1,1,1,0,0,1
50,0,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.38,0.52,0.14,0.099498743710662,1.4070529413629,0.0797058453991977,0.00156790129103801,0.00268895584514084,0.0797058453991978,0.0797058453991978,50,50,100,1,1,0,1,1,1,0,0,1
51,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.24,0.38,0.14,0.0924986486387774,1.51353562522544,0.0650718295128838,0.32,0.54,0.22,0.0990151503558925,2.22188219892864,0.0131456338585864,0.0134286009772784,0.0650718295128839,0.0262912677171727,0.0650718295128839,50,50,100,1,0,0,1,1,1,0,0,1
52,0,0.1,0.24,0.14,0.0751265598839718,1.86352203822751,0.0311944274351265,0.16,0.3,0.14,0.0841665016500033,1.66336959782615,0.0481192374557394,0.24,0.36,0.12,0.0916515138991168,1.30930734141595,0.0952151319127621,0.0935832823053795,0.096238474911479,0.096238474911479,0.096238474911479,50,50,100,0,0,0,1,1,1,0,0,0
53,0,0.06,0.34,0.28,0.08,3.5,0.00023262907903554,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.3,0.5,0.2,0.0979795897113271,2.04124145231932,0.0206134166685819,0.000697887237106621,0.0614567977348019,0.0412268333371638,0.0614567977348019,50,50,100,1,0,0,1,1,1,0,0,1
54,0,0.08,0.32,0.24,0.08,3,0.0013498980316301,0.26,0.56,0.3,0.0983666610188635,3.04981379760842,0.00114491641930736,0.32,0.46,0.14,0.0975499871860576,1.43516164418328,0.0756205203466458,0.00343474925792209,0.00343474925792209,0.0756205203466459,0.0756205203466459,50,50,100,1,1,0,1,1,1,0,0,1
55,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.2,0.32,0.12,0.0877268487978452,1.36788225776266,0.0856744670960986,0.3,0.54,0.24,0.0987117014340245,2.43132269541932,0.00752190466576574,0.0225657139972973,0.0856744670960987,0.0225657139972973,0.0856744670960987,50,50,100,1,0,1,1,1,1,0,0,1
56,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.22,0.28,0.06,0.0866025403784439,0.692820323027551,0.244211158311297,0.34,0.38,0.04,0.096,0.416666666666666,0.33846111951069,0.0103803878224336,0.488422316622594,0.488422316622594,0.488422316622594,50,50,100,1,0,0,1,1,1,0,0,1
57,0,0.1,0.22,0.12,0.0733212111192934,1.63663417676994,0.0508534650155467,0.24,0.3,0.06,0.0887918915216925,0.675737378399486,0.249603699857507,0.36,0.46,0.1,0.0983666610188635,1.01660459920281,0.154670782706968,0.15256039504664,0.309341565413937,0.309341565413937,0.309341565413937,50,50,100,0,0,0,1,1,1,0,0,0
58,0,0.08,0.2,0.12,0.0693974062915899,1.72917125311271,0.0418892248366909,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,0.5,0.54,0.04,0.0999199679743744,0.400320384512718,0.34446027790223,0.125667674510073,0.372998483613487,0.372998483613487,0.372998483613487,50,50,100,0,0,0,1,1,1,0,0,0
59,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.18,0.44,0.26,0.0924986486387774,2.81085187541867,0.00247052637450829,0.3,0.5,0.2,0.0979795897113271,2.04124145231932,0.0206134166685819,0.0412268333371638,0.00741157912352487,0.0412268333371638,0.0412268333371638,50,50,100,0,1,0,1,1,1,0,0,1
60,0,0.06,0.26,0.2,0.0733212111192934,2.72772362794991,0.00318865071084418,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.14,0.52,0.38,0.09404254356407,4.04072439556158,2.66431755096E-05,0.00637730142168836,0.0145481658706261,7.9929526528799E-05,0.0145481658706261,50,50,100,1,1,1,1,1,1,0,0,1
61,0,0.04,0.38,0.34,0.0814616474176652,4.17374323719201,1.4981771740641E-05,0.2,0.52,0.32,0.096,3.33333333333333,0.000429060333196785,0.2,0.6,0.4,0.0979795897113271,4.08248290463863,2.2278545302013E-05,4.4945315221923E-05,0.000429060333196785,4.4945315221923E-05,0.000429060333196785,50,50,100,1,1,1,1,1,1,0,0,1
62,0,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.24,0.48,0.24,0.096,2.5,0.00620966532577616,0.24,0.56,0.32,0.0979795897113271,3.26598632371091,0.000545417588062702,0.00156790129103801,0.00620966532577617,0.00156790129103801,0.00620966532577617,50,50,100,1,1,1,1,1,1,0,0,1
63,0,0.04,0.24,0.2,0.0693974062915899,2.88195208852117,0.00197609911683638,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,0.22,0.52,0.3,0.0965608616365865,3.106848830006,0.000945465339144413,0.00395219823367277,0.0129677227936772,0.00283639601743324,0.0129677227936772,50,50,100,1,1,1,1,1,1,0,0,1
64,0,0.06,0.24,0.18,0.0714142842854285,2.52050415125042,0.00585934279988432,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.26,0.36,0.1,0.0924986486387774,1.08109687516103,0.139827011644709,0.017578028399653,0.0372208503797727,0.139827011644709,0.139827011644709,50,50,100,1,0,0,1,1,1,0,0,1
65,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,0.3,0.5,0.2,0.0979795897113271,2.04124145231932,0.0206134166685819,0.00138064452725728,0.0100973146475072,0.0206134166685819,0.0206134166685819,50,50,100,1,1,1,1,1,1,0,0,1
66,0,0.06,0.36,0.3,0.0814616474176652,3.68271462105177,0.000115381722164409,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,0.34,0.5,0.16,0.0987117014340245,1.62088179694622,0.0525214957326628,0.000346145166493228,0.0516578177737357,0.0525214957326629,0.0525214957326629,50,50,100,1,0,0,1,1,1,0,0,1
67,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.3,0.52,0.22,0.0983666610188635,2.23653011824617,0.0126585333514438,0.0186289959773285,0.0253170667028877,0.0253170667028877,0.0253170667028877,50,50,100,1,0,0,1,1,1,0,0,1
68,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.18,0.5,0.32,0.0947417542586161,3.37760264736599,0.000365603283883242,0.28,0.5,0.22,0.0975499871860576,2.25525401228801,0.0120586947041532,0.00692025854828905,0.00109680985164973,0.0120586947041532,0.0120586947041532,50,50,100,1,1,1,1,1,1,0,0,1
69,0,0.08,0.32,0.24,0.08,3,0.0013498980316301,0.18,0.5,0.32,0.0947417542586161,3.37760264736599,0.000365603283883242,0.26,0.52,0.26,0.0975499871860576,2.66530019634037,0.00384598124603608,0.00269979606326021,0.00109680985164973,0.00384598124603608,0.00384598124603608,50,50,100,1,1,1,1,1,1,0,0,1
70,0,0.12,0.22,0.1,0.0751265598839718,1.33108717016251,0.0915801650036761,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,0.183160330007352,0.183160330007352,0.00854611370739934,0.183160330007352,50,50,100,0,0,1,1,1,1,0,0,1
71,0,0.06,0.22,0.16,0.0693974062915899,2.30556167081694,0.0105675685337857,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.0211351370675714,0.0211351370675714,0.00403343376771126,0.0211351370675714,50,50,100,1,1,1,1,1,1,0,0,1
72,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.3,0.46,0.16,0.0970772887960928,1.64817128686066,0.0496587635690655,0.0248655587233583,0.0591720678258594,0.0591720678258594,0.0591720678258594,50,50,100,1,0,0,1,1,1,0,0,1
73,0,0.1,0.36,0.26,0.0841665016500033,3.08911496739142,0.00100376868210039,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.4,0.52,0.12,0.0996794863550169,1.20385853085769,0.114322131170538,0.00301130604630118,0.105968809127202,0.114322131170539,0.114322131170539,50,50,100,1,0,0,1,1,1,0,0,1
74,0,0.02,0.32,0.3,0.0751265598839718,3.99326151048752,3.2585312101041E-05,0.28,0.48,0.2,0.0970772887960928,2.06021410857582,0.019689038367209,0.16,0.48,0.32,0.0932952303175248,3.42997170285018,0.000301822099066706,9.7755936303123E-05,0.0196890383672091,0.000603644198133414,0.0196890383672091,50,50,100,1,1,1,1,1,1,0,0,1
75,0,0.18,0.28,0.1,0.0841665016500033,1.18812114130439,0.117392843136153,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.234785686272307,0.234785686272307,0.0521582544659048,0.234785686272307,50,50,100,0,0,0,1,1,1,0,0,0
76,0,0.06,0.42,0.36,0.0854166260162505,4.21463615211762,1.2509059514554E-05,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,0.24,0.58,0.34,0.0983666610188635,3.45645563728954,0.000273664645930594,3.7527178543661E-05,0.0105489858623892,0.000547329291861188,0.0105489858623892,50,50,100,1,1,1,1,1,1,0,0,1
77,0,0.08,0.32,0.24,0.08,3,0.0013498980316301,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,0.22,0.6,0.38,0.0983666610188635,3.86309747697066,5.5979153163577E-05,0.00269979606326021,0.0258289088868679,0.00016793745949073,0.0258289088868679,50,50,100,1,0,1,1,1,1,0,0,1
78,0,0.06,0.34,0.28,0.08,3.5,0.00023262907903554,0.08,0.34,0.26,0.0814616474176652,3.19168600491154,0.000707225027170355,0.3,0.54,0.24,0.0987117014340245,2.43132269541932,0.00752190466576574,0.000697887237106621,0.00141445005434071,0.00752190466576575,0.00752190466576575,50,50,100,1,1,1,1,1,1,0,0,1
79,0,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,0.36,0.62,0.26,0.0999799979995999,2.60052015605202,0.00465412753578431,0.000548949137216815,0.00930825507156864,0.00930825507156864,0.00930825507156864,50,50,100,1,1,1,1,1,1,0,0,1
80,0,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.12,0.38,0.26,0.0866025403784439,3.00222139978605,0.00134008586403422,0.32,0.52,0.2,0.0987117014340245,2.02610224618277,0.0213771539887607,0.0110744376761567,0.00402025759210268,0.0213771539887607,0.0213771539887607,50,50,100,1,1,1,1,1,1,0,0,1
81,0,0.08,0.32,0.24,0.08,3,0.0013498980316301,0.16,0.52,0.36,0.0947417542586161,3.79980297828674,7.2405585345714E-05,0.28,0.6,0.32,0.0992773891679269,3.22329185610152,0.000633631805191825,0.00134989803163011,0.000217216756037142,0.00126726361038365,0.00134989803163011,50,50,100,1,1,1,1,1,1,0,0,1
82,0,0.12,0.28,0.16,0.08,2,0.0227501319481792,0.24,0.5,0.26,0.0965608616365865,2.69260231933853,0.00354483888402513,0.34,0.48,0.14,0.0983666610188635,1.42324643888393,0.0773323638790738,0.0455002638963585,0.0106345166520754,0.0773323638790739,0.0773323638790739,50,50,100,0,1,0,1,1,1,0,0,1
83,0,0.04,0.34,0.3,0.0784601809837321,3.82359556450936,6.575979125889E-05,0.24,0.38,0.14,0.0924986486387774,1.51353562522544,0.0650718295128838,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.000197279373776671,0.0650718295128839,0.0372208503797727,0.0650718295128839,50,50,100,1,0,0,1,1,1,0,0,1
84,0,0.1,0.22,0.12,0.0733212111192934,1.63663417676994,0.0508534650155467,0.3,0.28,-0.02,0.0907524104363074,-0.22037982136063,0.58721232033087,0.38,0.4,0.02,0.0975499871860576,0.205023092026183,0.418777041703992,0.15256039504664,0.837554083407985,0.837554083407985,0.837554083407985,50,50,100,0,0,0,1,1,1,0,0,0
85,0,0.04,0.38,0.34,0.0814616474176652,4.17374323719201,1.4981771740641E-05,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.28,0.42,0.14,0.0953939201416946,1.46759877141069,0.0711066209681963,4.4945315221923E-05,0.105968809127202,0.105968809127202,0.105968809127202,50,50,100,1,0,0,1,1,1,0,0,1
86,0,0.06,0.36,0.3,0.0814616474176652,3.68271462105177,0.000115381722164409,0.3,0.44,0.14,0.0965608616365865,1.44986278733613,0.0735483931523607,0.32,0.46,0.14,0.0975499871860576,1.43516164418328,0.0756205203466458,0.000346145166493228,0.147096786304722,0.147096786304722,0.147096786304722,50,50,100,1,0,0,1,1,1,0,0,1
87,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.16,0.5,0.34,0.09404254356407,3.61538498550246,0.000149950801395127,0.3,0.5,0.2,0.0979795897113271,2.04124145231932,0.0206134166685819,0.0165770391489055,0.000449852404185381,0.0206134166685819,0.0206134166685819,50,50,100,1,1,1,1,1,1,0,0,1
88,0,0.04,0.26,0.22,0.0714142842854285,3.08061618486162,0.00103286371550315,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.36,0.54,0.18,0.099498743710662,1.80906806746658,0.035220214636044,0.00309859114650946,0.070440429272088,0.070440429272088,0.070440429272088,50,50,100,1,0,0,1,1,1,0,0,1
89,0,0,0.38,0.38,0.0784601809837321,4.84322104837853,6.38755143889E-07,0.08,0.42,0.34,0.0866025403784439,3.92598183048945,4.3188337973565E-05,0.16,0.56,0.4,0.096,4.16666666666667,1.5454296882322E-05,1.916265431667E-06,4.3188337973565E-05,3.0908593764645E-05,4.3188337973565E-05,50,50,100,1,1,1,1,1,1,0,0,1
90,0,0.18,0.34,0.16,0.0877268487978452,1.82384301035021,0.0340879047226217,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.4,0.6,0.2,0.1,2,0.0227501319481792,0.0639610839601437,0.0639610839601437,0.0639610839601437,0.0639610839601437,50,50,100,0,0,0,1,1,1,0,0,0
91,0,0.06,0.36,0.3,0.0814616474176652,3.68271462105177,0.000115381722164409,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,0.34,0.52,0.18,0.0990151503558925,1.81790361730525,0.0345394326763626,0.000346145166493228,0.0193164605430347,0.0345394326763627,0.0345394326763627,50,50,100,1,1,0,1,1,1,0,0,1
92,0,0.04,0.26,0.22,0.0714142842854285,3.08061618486162,0.00103286371550315,0.14,0.4,0.26,0.0887918915216925,2.92819530639777,0.00170467905421468,0.26,0.5,0.24,0.0970772887960928,2.47225693029099,0.00671314914666343,0.00309859114650946,0.00340935810842935,0.00671314914666344,0.00671314914666344,50,50,100,1,1,1,1,1,1,0,0,1
93,0,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,0.36,0.4,0.04,0.0970772887960928,0.412042821715165,0.340154018438732,0.0151459719712608,0.0151459719712608,0.340154018438732,0.340154018438732,50,50,100,1,1,0,1,1,1,0,0,1
94,0,0.1,0.28,0.18,0.0784601809837321,2.29415733870562,0.0108907313955597,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.3,0.56,0.26,0.0990151503558925,2.62586078055203,0.00432150800110165,0.0108907313955598,0.00403343376771126,0.00864301600220331,0.0108907313955598,50,50,100,1,1,1,1,1,1,0,0,1
95,0,0.1,0.26,0.16,0.0768374908491942,2.08231682518141,0.0186567700367826,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.26,0.5,0.24,0.0970772887960928,2.47225693029099,0.00671314914666343,0.0373135400735652,0.0373135400735652,0.0201394474399903,0.0373135400735652,50,50,100,0,0,1,1,1,1,0,0,1
96,0,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.18,0.44,0.26,0.0924986486387774,2.81085187541867,0.00247052637450829,0.34,0.6,0.26,0.0998198377077422,2.6046926740278,0.00459783507904343,0.0529844045636012,0.00741157912352487,0.00919567015808688,0.0529844045636012,50,50,100,0,1,1,1,1,1,0,0,1
97,0,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.34,0.58,0.24,0.0996794863550169,2.40771706171538,0.00802630820405625,0.0259354455873544,0.0259354455873544,0.0240789246121688,0.0259354455873544,50,50,100,0,0,1,1,1,1,0,0,1
98,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.00249254168697522,0.00553721883807835,0.00249254168697522,0.00553721883807835,50,50,100,1,1,1,1,1,1,0,0,1
99,0,0.16,0.32,0.16,0.0854166260162505,1.87317162316339,0.0305223447529946,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.42,0.52,0.1,0.0998198377077422,1.00180487462608,0.158218921228884,0.0610446895059894,0.0480815121458835,0.158218921228884,0.158218921228884,50,50,100,0,0,0,1,1,1,0,0,0
100,0,0.08,0.2,0.12,0.0693974062915899,1.72917125311271,0.0418892248366909,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.0837784496733819,0.0837784496733819,0.0132431414292279,0.0837784496733819,50,50,100,0,0,1,1,1,1,0,0,1
101,0,0.08,0.3,0.22,0.0784601809837321,2.8039700806402,0.00252387944939281,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.24,0.56,0.32,0.0979795897113271,3.26598632371091,0.000545417588062702,0.00504775889878562,0.0173860848219683,0.00163625276418811,0.0173860848219683,50,50,100,1,1,1,1,1,1,0,0,1
102,0,0.14,0.32,0.18,0.0841665016500033,2.13861805434791,0.0162333070504032,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.34,0.46,0.12,0.0979795897113271,1.22474487139159,0.110335680959923,0.0486999211512095,0.122913595469604,0.122913595469604,0.122913595469604,50,50,100,0,0,0,1,1,1,0,0,0
103,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.26,0.36,0.1,0.0924986486387774,1.08109687516103,0.139827011644709,0.3,0.46,0.16,0.0970772887960928,1.64817128686066,0.0496587635690655,0.0138659972921428,0.139827011644709,0.0993175271381311,0.139827011644709,50,50,100,1,0,0,1,1,1,0,0,1
104,0,0.1,0.36,0.26,0.0841665016500033,3.08911496739142,0.00100376868210039,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.24,0.48,0.24,0.096,2.5,0.00620966532577616,0.00301130604630118,0.0088287609528186,0.0088287609528186,0.0088287609528186,50,50,100,1,1,1,1,1,1,0,0,1
105,0,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,0.42,0.48,0.06,0.099498743710662,0.603022689155527,0.273246797703291,0.016611656514235,0.270505536962705,0.273246797703291,0.273246797703291,50,50,100,1,0,0,1,1,1,0,0,1
106,0,0.14,0.34,0.2,0.0854166260162505,2.34146452895423,0.00960412554850698,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.44,0.54,0.1,0.0999799979995999,1.00020006002001,0.158606850105788,0.028812376645521,0.122913595469604,0.158606850105788,0.158606850105788,50,50,100,0,0,0,1,1,1,0,0,0
107,0,0.12,0.28,0.16,0.08,2,0.0227501319481792,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.34,0.42,0.08,0.0970772887960928,0.824085643430329,0.204945448480806,0.055831275569659,0.055831275569659,0.204945448480806,0.204945448480806,50,50,100,0,0,0,1,1,1,0,0,0
108,0,0.14,0.24,0.1,0.0784601809837321,1.27453185483645,0.101237495362878,0.16,0.4,0.24,0.0897997772825746,2.67261241912424,0.00376315758322898,0.34,0.54,0.2,0.0992773891679269,2.01455741006345,0.0219755218996945,0.101237495362878,0.011289472749687,0.0439510437993891,0.101237495362878,50,50,100,0,1,0,1,1,1,0,0,1
109,0,0.08,0.24,0.16,0.0733212111192934,2.18217890235992,0.0145481658706261,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.4,0.44,0.04,0.0987117014340245,0.405220449236554,0.34265773743909,0.0436444976118784,0.0436444976118784,0.34265773743909,0.34265773743909,50,50,100,0,0,0,1,1,1,0,0,0
110,0,0.1,0.18,0.08,0.0693974062915899,1.15278083540847,0.12450017622605,0.26,0.42,0.16,0.0947417542586161,1.688801323683,0.0456287550471818,0.4,0.48,0.08,0.0992773891679269,0.80582296402538,0.210172467516965,0.2490003524521,0.136886265141545,0.2490003524521,0.2490003524521,50,50,100,0,0,0,1,1,1,0,0,0
111,0,0.08,0.22,0.14,0.0714142842854285,1.96039211763921,0.0249749882273732,0.3,0.38,0.08,0.0947417542586161,0.844400661841498,0.199222776330842,0.34,0.5,0.16,0.0987117014340245,1.62088179694622,0.0525214957326628,0.0749249646821197,0.199222776330842,0.105042991465326,0.199222776330842,50,50,100,0,0,0,1,1,1,0,0,0
112,0,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.18,0.5,0.32,0.0947417542586161,3.37760264736599,0.000365603283883242,0.36,0.52,0.16,0.0992773891679269,1.61164592805076,0.0535195051735491,0.00376957206341766,0.00109680985164973,0.0535195051735491,0.0535195051735491,50,50,100,1,1,0,1,1,1,0,0,1
113,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.26,0.32,0.06,0.0907524104363074,0.66113946408189,0.254261439415244,0.34,0.48,0.14,0.0983666610188635,1.42324643888393,0.0773323638790738,0.0134286009772784,0.254261439415244,0.154664727758148,0.254261439415244,50,50,100,1,0,0,1,1,1,0,0,1
114,0,0.08,0.46,0.38,0.0887918915216925,4.27967006319674,9.358528678338E-06,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.24,0.58,0.34,0.0983666610188635,3.45645563728954,0.000273664645930594,2.8075586035015E-05,0.0213203613200479,0.000547329291861188,0.0213203613200479,50,50,100,1,1,1,1,1,1,0,0,1
115,0,0.06,0.28,0.22,0.0751265598839718,2.92839177435751,0.00170360212969389,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,0.3,0.46,0.16,0.0970772887960928,1.64817128686066,0.0496587635690655,0.00511080638908168,0.0173873334824835,0.0496587635690656,0.0496587635690656,50,50,100,1,1,0,1,1,1,0,0,1
116,0,0.16,0.18,0.02,0.0751265598839718,0.266217434032501,0.39503587847083,0.3,0.36,0.06,0.09404254356407,0.63800911508867,0.261733873292648,0.38,0.48,0.1,0.0990151503558925,1.00994645405847,0.156260472357178,0.523467746585296,0.523467746585296,0.468781417071533,0.523467746585296,50,50,100,0,0,0,1,1,1,0,0,0
117,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.0138659972921428,0.0138659972921428,0.0325036560960434,0.0325036560960434,50,50,100,1,1,0,1,1,1,0,0,1
118,0,0.1,0.24,0.14,0.0751265598839718,1.86352203822751,0.0311944274351265,0.22,0.26,0.04,0.0854166260162505,0.468292905790847,0.319787570474344,0.2,0.48,0.28,0.0947417542586161,2.95540231644524,0.00156130781584274,0.062388854870253,0.319787570474344,0.00468392344752822,0.319787570474344,50,50,100,0,0,1,1,1,1,0,0,1
