ModelID,Scenario,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParameter,KeepAssociatedHypo,ImplicitSSR,nSimulation,nSimulation_Stage2,Seed,SummaryStat,plotGraphs,Parallel,UseCC,Matching.Pair,Test.Suite,Compare.Set
152,"S3, Ultra Aggressive, CC, CER, N=800, KAE=F",CER,800,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,FALSE,Selection,20000,500,13815,FALSE,FALSE,TRUE,TRUE,97,,
153,"S4, Ultra Aggressive, CC, CER, N=800, KAE=F",CER,800,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.22, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.22, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,FALSE,Selection,20000,500,95250,FALSE,FALSE,TRUE,TRUE,107,,
154,"Mixed, S3, c=0.5, Ultra Aggressive, CER, N=500, No CC, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0.4, 0.4, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.25, 0.25, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,FALSE,Selection,20000,500,22559,FALSE,FALSE,TRUE,FALSE,135,,
155,"Mixed, S4, c=0.5, Ultra Aggressive, CER, N=500, No CC, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0.4, 0.4, 0.4, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.25, 0.25, 0.25, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,FALSE,Selection,20000,500,96276,FALSE,FALSE,TRUE,FALSE,139,,
156,"Mixed, S0, c=0.5, Conservative, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,FALSE,Selection,50000,200,64940,FALSE,FALSE,TRUE,FALSE,140,,
157,"Mixed, S0, c=0.5, Normal, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,FALSE,Selection,50000,200,54248,FALSE,FALSE,TRUE,FALSE,141,,
158,"Mixed, S0, c=0.5, Aggressive, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,FALSE,Selection,50000,200,91344,FALSE,FALSE,TRUE,FALSE,142,,
159,"Mixed, S0, c=0.5, Ultra Aggressive, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,FALSE,Selection,50000,200,89363,FALSE,FALSE,TRUE,FALSE,143,,
160,"Mixed, S1, c=0.5, Conservative, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,FALSE,Selection,50000,200,47804,FALSE,FALSE,TRUE,FALSE,144,,
161,"Mixed, S2, c=0.5, Ultra Aggressive, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0.4, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.25, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,FALSE,Selection,50000,200,69276,FALSE,FALSE,TRUE,FALSE,145,,
162,"Mixed, S3, c=0.5, Normal, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0.4, 0.4, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.25, 0.25, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,FALSE,Selection,50000,200,22027,FALSE,FALSE,TRUE,FALSE,146,,
163,"Mixed, S4, c=0.5, Aggressive, CER, N=500, No CC, nSim=50k, KAE=F",CER,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0.4, 0.4, 0.4, 0.4), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.25, 0.25, 0.25, 0.25))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,FALSE,Selection,50000,200,52952,FALSE,FALSE,TRUE,FALSE,147,,
164,"Mixed, S0, c=0, Conservative, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,7481,FALSE,FALSE,TRUE,FALSE,108,,
165,"Mixed, S0, c=0, Normal, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,8212,FALSE,FALSE,TRUE,FALSE,109,,
166,"Mixed, S0, c=0, Aggressive, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,5244,FALSE,FALSE,TRUE,FALSE,110,,
167,"Mixed, S0, c=0, Ultra Aggressive, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0,0,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,2167,FALSE,FALSE,TRUE,FALSE,111,,
168,"Mixed, S0, c=0.5, Conservative, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,9485,FALSE,FALSE,TRUE,FALSE,116,,
169,"Mixed, S0, c=0.5, Normal, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,5020,FALSE,FALSE,TRUE,FALSE,117,,
170,"Mixed, S0, c=0.5, Aggressive, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,2055,FALSE,FALSE,TRUE,FALSE,118,,
171,"Mixed, S0, c=0.5, Ultra Aggressive, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,8866,FALSE,FALSE,TRUE,FALSE,119,,
172,"Mixed, S0, c=0.8, Conservative, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,2895,FALSE,FALSE,TRUE,FALSE,120,,
173,"Mixed, S0, c=0.8, Normal, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,8427,FALSE,FALSE,TRUE,FALSE,121,,
174,"Mixed, S0, c=0.8, Aggressive, CPV, N=500, No CC",CombPValue,500,0.025,t-equal,NA,Pooled,CombinationTest,5,2,"list(EP1 = ""Continuous"", EP2 = ""Binary"")","list(EP1 = c(0, 0, 0, 0, 0), EP2 = NA)","list(EP1 = c(1, 1, 1, 1, 1), EP2 = NA)","list(EP1 = NA, EP2 = c(0.1, 0.1, 0.1, 0.1, 0.1))","c(1,1,1,1,1)","matrix(c(1,0.8,0.8,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,5058,FALSE,FALSE,TRUE,FALSE,122,,
