Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Mean_0_Endpoint2,Mean_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
614,0,-0.00547896426864772,0.009291001438599,0.0147699657072467,0.00724344306141167,2.03908080480834,0.0211620390478631,0.00509318409578013,0.0126471833828746,0.00755399928709448,0.00531172351681257,1.42213713932676,0.0780161261238093,0.0243742192509998,-0.0179652431855175,-0.0423394624365172,0.0169933730290989,-2.49152786583432,0.993368382926348,0.0634861171435893,0.156032252247619,0.99336838292635,0.99336838292635,150,150,300,0,0,0,1,1,1,0,0,0
615,0,-0.00186820485638032,0.00214699781404201,0.00401520267042232,0.0070896608785048,0.566346224344249,0.285792352019878,-0.00603115349389357,0.0132516928492122,0.0192828463431058,0.00551070162092968,3.49916356746107,0.000268982656840056,0.0113155619673618,0.0136084912265246,0.00229292925916277,0.0170918497017396,0.134153371295408,0.446685926569536,0.571584704039757,0.000806947970520167,0.571584704039757,0.571584704039757,150,150,300,0,1,0,1,1,1,0,0,1
616,0,0.00419244268960493,0.00725060826493308,0.00305816557532816,0.00739043590838507,0.413800432510133,0.33965895810247,-0.00688016217618385,0.0179982236353307,0.0248783858115145,0.00590117166234311,4.21583835126673,1.6517797040372E-05,0.0194889194337376,0.00535134148302316,-0.0141375779507144,0.0189226212489077,-0.747125768927523,0.772211634102768,0.679317916204941,4.9553391121116E-05,0.772211634102769,0.772211634102769,150,150,300,0,1,0,1,1,1,0,0,1
617,0,-0.000452403219755716,0.0112535218177496,0.0117059250375054,0.00690516721585598,1.69524135644763,0.0455370925662222,0.00266496465097762,0.0192113968182779,0.0165464321673002,0.00531857980291544,3.11106212192776,0.00102237296704866,-0.00265310892061304,0.0202592015854837,0.0229123105060967,0.017615583443035,1.30068416866181,0.0971857462160776,0.0910741851324445,0.00306711890114597,0.0971857462160777,0.0971857462160777,150,150,300,0,1,0,1,1,1,0,0,1
618,0,-0.0100247960024719,0.0134540934694296,0.0234788894719015,0.00704966617189891,3.3304966362084,0.000487999861097377,-0.00528130404430431,0.0190659463737055,0.0243472504180098,0.00559763931735169,4.34955684667599,9.377151372503E-06,-0.00703775178947434,0.000938370621665828,0.00797612241114017,0.0159045226446689,0.501500270667582,0.3081946824004,0.000975999722194755,2.8131454117508E-05,0.3081946824004,0.3081946824004,150,150,300,1,1,0,1,1,1,0,0,1
619,0,-0.00451119060641366,0.00433256152665557,0.00884375213306922,0.00696606962452986,1.26954690517698,0.102618302685401,-0.00175959768654231,0.0126164021555571,0.0143759998420994,0.00550299710164117,2.61239458727173,0.00472340835345286,0.00864601763935536,0.0158795043473615,0.00723348670800615,0.0189919152654187,0.380871892429785,0.351784841430664,0.205236605370803,0.0141702250603586,0.351784841430664,0.351784841430664,150,150,300,0,1,0,1,1,1,0,0,1
620,0,0.0021810919371224,0.00502814488239465,0.00284705294527225,0.00724430847355991,0.393005482257326,0.347298211607633,0.00385916990236339,0.0128389259299703,0.00897975602760691,0.00539299080200412,1.66507905488544,0.0484739621905352,-0.0141723340995384,0.0086332675141297,0.022805601613668,0.0182733272626011,1.24802677070984,0.106500487571428,0.347298211607634,0.145421886571606,0.213000975142856,0.347298211607634,150,150,300,0,0,0,1,1,1,0,0,0
621,0,0.000191796003532325,0.018190943199678,0.0179991471961457,0.00726486405600335,2.47756145984205,0.006891303243868,0.0050876670379365,0.0184756285076251,0.0133879614696886,0.005569714517055,2.40370694560616,0.0084202007868821,-0.0073833747360297,0.0150027664967621,0.0223861412327918,0.0173361989048683,1.29129466935831,0.0988011263780149,0.020673909731604,0.020673909731604,0.098801126378015,0.098801126378015,150,150,300,1,1,0,1,1,1,0,0,1
622,0,0.00220120104874853,0.00912947356409115,0.00692827251534262,0.0070630854889165,0.980913019701456,0.163715658281856,-0.00165362513641894,0.0137763165298829,0.0154299416663019,0.00560397444993298,2.75339257952655,0.00313013191787803,0.041856633296671,0.0204582948475581,-0.0213983384491129,0.017446153025719,-1.22653621217054,0.889517404911568,0.327431316563712,0.00939039575363411,0.889517404911569,0.889517404911569,150,150,300,0,1,0,1,1,1,0,0,1
623,0,-0.00223195152100133,0.012212057992351,0.0144440095133523,0.0069507698163008,2.07804457564952,0.0192805188364802,0.000866090074249783,0.0159435271279718,0.015077437053722,0.00562960499195787,2.67824067146109,0.0039058406850585,-0.00401353117749296,0.0244591769428103,0.0284727081203032,0.0187583691059835,1.51786692965867,0.0650540409672853,0.0385610376729604,0.0117175220551755,0.0650540409672854,0.0650540409672854,150,150,300,0,1,0,1,1,1,0,0,1
