Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
573,0,-0.00606052698663832,0.010761979688851,0.0168225066754893,0.0124163162538298,1.35487098843028,0.0892868808640936,0.18,0.44,0.26,0.0924986486387774,2.81085187541867,0.00247052637450829,0.0121027476654641,0.00691123528077231,-0.00519151238469183,0.00931725801426409,-0.557193154546539,0.710667069580668,0.178573761728187,0.00741157912352487,0.710667069580669,0.710667069580669,50,50,100,0,1,0,1,1,1,0,0,1
574,0,-0.000592125707328224,0.0159084315561564,0.0165005572634846,0.0116740901600434,1.41343411240395,0.0803483427599054,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.00457534037903159,0.0239619258764679,0.0193865854974363,0.00928911928741963,2.08702083562343,0.0197407509880356,0.0803483427599055,0.0033753398521289,0.0394815019760713,0.0803483427599055,50,50,100,0,1,0,1,1,1,0,0,1
575,0,-0.00133985850369873,0.00363434043565958,0.0049741989393583,0.0113919063339869,0.436643244205595,0.331665312936059,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,-0.0121281334042359,0.0145227759862438,0.0266509093904796,0.00938606310414882,2.83941297802477,0.00274791721766277,0.331665312936059,0.0082437516529883,0.0082437516529883,0.331665312936059,50,50,100,0,1,1,1,1,1,0,0,1
576,0,0.0124482073586162,0.00864082166574881,-0.00380738569286735,0.0105032023096518,-0.362497606027126,0.641119600978303,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,-0.00168425615847119,0.0130264892649464,0.0147107454234176,0.00948211668159797,1.55141999591366,0.0620123049103343,0.641119600978304,0.0033753398521289,0.124024609820669,0.641119600978304,50,50,100,0,1,0,1,1,1,0,0,1
577,0,-0.010475204728994,0.0133501482084688,0.0238253529374628,0.0102166348221112,2.33201571283522,0.0108732705982761,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,0.00375564015488905,0.0215251606880862,0.0177695205331972,0.0108410115533722,1.63910170611983,0.0521993032661262,0.0326198117948285,0.0473207143813764,0.0521993032661263,0.0521993032661263,50,50,100,0,0,0,1,1,1,0,0,0
578,0,0.000599661199969683,0.0188479613507177,0.0182483001507481,0.0111944155861186,1.63012530760217,0.0531425498723196,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,-0.00792777868283244,0.0171821175628701,0.0251098962457026,0.00845030063866511,2.97147963361327,0.0018641808997325,0.106285099744639,0.106285099744639,0.00559254269919752,0.106285099744639,50,50,100,0,0,1,1,1,1,0,0,1
579,0,-0.015468393330654,0.00474862017116106,0.020217013501815,0.0116188481493378,1.74001873868773,0.0424974935176864,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,-0.0102051475243561,0.00610913344239986,0.016314280966756,0.00833883320048672,1.9564225083437,0.0266308901594942,0.0532617803189884,0.0132431414292279,0.0532617803189884,0.0532617803189884,50,50,100,0,1,0,1,1,1,0,0,1
580,0,-0.0015460909245397,0.00987314496123639,0.0114192358857761,0.0122185169988121,0.934584441539535,0.176149822091872,0.28,0.34,0.06,0.0924986486387774,0.648658125096616,0.258279688239382,0.00998928169231936,0.0188973423807141,0.00890806068839475,0.00922413928803698,0.965733540033144,0.16827734261909,0.50483202785727,0.50483202785727,0.50483202785727,0.50483202785727,50,50,100,0,0,0,1,1,1,0,0,0
581,0,-0.00421605574133254,0.013223405582079,0.0174394613234115,0.0127002413554774,1.37315983494205,0.0864181724281046,0.24,0.36,0.12,0.0916515138991168,1.30930734141595,0.0952151319127621,0.000720926988430013,0.0249933422374267,0.0242724152489967,0.00996710981088398,2.43525111186108,0.00834455639604426,0.172836344856209,0.172836344856209,0.0250336691881328,0.172836344856209,50,50,100,0,0,0,1,1,1,0,0,0
582,0,-0.00156171816608442,0.00567923605454657,0.00724095422063099,0.012518050015742,0.578441068019794,0.282146671557234,0.1,0.4,0.3,0.0866025403784439,3.46410161513776,0.000266002752569605,-0.00596669874866306,0.0148364818655008,0.0208031806141638,0.0107384458554068,1.93726176900071,0.0277963004258812,0.282146671557234,0.000798008257708816,0.0555926008517625,0.282146671557234,50,50,100,0,1,0,1,1,1,0,0,1
583,0,0.0113128587488389,0.0172760235845703,0.00596316483573133,0.0126465439832528,0.471525251770608,0.319156886513476,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.0120294089828265,0.0195365631865289,0.00750715420370241,0.00909201181927729,0.82568680649814,0.20549365629204,0.60698514289093,0.60698514289093,0.60698514289093,0.60698514289093,50,50,100,0,0,0,1,1,1,0,0,0
584,0,0.00232195003322896,0.0144314740676307,0.0121095240344017,0.0117042073168937,1.0346300015485,0.151694058974525,0.16,0.46,0.3,0.0924986486387774,3.24329062548308,0.000590788092563188,-0.00194761014600662,0.0150203026035434,0.01696791274955,0.0085550608503625,1.98337721336384,0.025061774747088,0.151694058974525,0.00177236427768957,0.0501235494941761,0.151694058974525,50,50,100,0,1,0,1,1,1,0,0,1
585,0,-0.000926557568271995,0.00979583142843399,0.010722388996706,0.0119876453140615,0.894453307200259,0.186635455829345,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,0.000361053429146617,0.0135684343553097,0.0132073809261631,0.00897948324016874,1.47083975468447,0.0722690579436368,0.186635455829346,0.0709810715720645,0.144538115887274,0.186635455829346,50,50,100,0,0,0,1,1,1,0,0,0
586,0,-0.00436963617067194,0.00867046533413281,0.0130401015048048,0.0113990438427341,1.14396450129602,0.127712457159432,0.18,0.28,0.1,0.0841665016500033,1.18812114130439,0.117392843136153,-0.00433215717865443,0.0107934736256886,0.015125630804343,0.0100824336941837,1.50019640724923,0.0683892075677893,0.234785686272307,0.234785686272307,0.205167622703368,0.234785686272307,50,50,100,0,0,0,1,1,1,0,0,0
587,0,0.00984948657432807,0.00704488792010615,-0.00280459865422192,0.011425188318803,-0.245475048284871,0.596699019107744,0.16,0.4,0.24,0.0897997772825746,2.67261241912424,0.00376315758322898,0.00600642205269908,0.0110495160727591,0.00504309402006006,0.00876405636045069,0.575429209106629,0.283159986690966,0.596699019107744,0.011289472749687,0.566319973381933,0.596699019107744,50,50,100,0,1,0,1,1,1,0,0,1
588,0,-0.00557282452282913,0.00159118857566805,0.00716401309849718,0.0128576911350442,0.557177258595933,0.289338339132024,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.000145793615871723,0.00909205814936611,0.00894626453349438,0.0100952044319916,0.886189536206293,0.188842427221694,0.377684854443388,0.0134286009772784,0.377684854443388,0.377684854443388,50,50,100,0,1,0,1,1,1,0,0,1
589,0,0.00201690834005937,0.0104524899590987,0.00843558161903933,0.0117297375831978,0.719162006754768,0.236876254343023,0.18,0.34,0.16,0.0877268487978452,1.82384301035021,0.0340879047226217,-0.00284077285817366,0.0150464253664749,0.0178871982246486,0.00938560884433621,1.90581117552567,0.0298026577429524,0.236876254343023,0.0894079732288574,0.0894079732288574,0.236876254343023,50,50,100,0,0,0,1,1,1,0,0,0
590,0,0.00187566644593365,-0.00867215737341416,-0.0105478238193478,0.0111242768571551,-0.948180628259309,0.827315095765462,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,-0.0191750655152333,0.0102362107411582,0.0294112762563915,0.0101263980024841,2.90441638272332,0.00227360986401903,0.827315095765463,0.0226193297383306,0.00682082959205711,0.827315095765463,50,50,100,0,1,1,1,1,1,0,0,1
591,0,-0.0139428961942473,0.0159937644236712,0.0299366606179185,0.011431343285845,2.61882264134155,0.00511226792530062,0.1,0.52,0.42,0.0924986486387774,4.54060687567631,2.804626792918E-06,0.00103194434292286,0.0144721419799988,0.013440197637076,0.00984296569659504,1.36546220431565,0.0876169455885627,0.0102245358506012,8.413880378755E-06,0.0876169455885628,0.0876169455885628,50,50,100,1,1,0,1,1,1,0,0,1
592,0,0.00484986005076652,0.0166976368038178,0.0118477767530512,0.0133744990892705,0.885848260482214,0.188933920082995,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,-0.00402569368394599,0.0151112449559704,0.0191369386399163,0.00888470124793236,2.15392032955187,0.0168493474891012,0.188933920082995,0.0505480424673035,0.0505480424673035,0.188933920082995,50,50,100,0,0,0,1,1,1,0,0,0
593,0,0.000719458127300632,0.00541666738290583,0.0046972092556052,0.0119251268292968,0.39389176508089,0.347258346990387,0.2,0.32,0.12,0.0877268487978452,1.36788225776266,0.0856744670960986,0.00205927916852351,0.0108991075110877,0.00883982834256416,0.0100691261930646,0.877914147967757,0.19106879231614,0.382137584632281,0.257023401288296,0.382137584632281,0.382137584632281,50,50,100,0,0,0,1,1,1,0,0,0
594,0,-0.00362020556601916,0.0241119980687827,0.0277322036348019,0.0121833611596148,2.27623586557773,0.0125039116910584,0.26,0.56,0.3,0.0983666610188635,3.04981379760842,0.00114491641930736,0.00861177292084747,0.0152764339748086,0.00666466105396118,0.0106516209028433,0.625694541211294,0.266484890666589,0.0250078233821167,0.00343474925792209,0.26648489066659,0.26648489066659,50,50,100,0,1,0,1,1,1,0,0,1
595,0,0.0016560134857332,-0.00693782594719819,-0.00859383943293139,0.0119621050676265,-0.718421998832733,0.762896759308201,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,-0.00995045667786588,0.00647136400243568,0.0164218206803016,0.00969575022937353,1.69371325496311,0.0467480076678746,0.762896759308202,0.140244023003624,0.140244023003624,0.762896759308202,50,50,100,0,0,0,1,1,1,0,0,0
596,0,-0.00821024867014127,0.0101065423162391,0.0183167909863804,0.012294789422078,1.48980111472983,0.0697439834762639,0.1,0.4,0.3,0.0866025403784439,3.46410161513776,0.000266002752569605,-0.00733930984673593,-0.000738039519016832,0.0066012703277191,0.00940682115913978,0.701753569674833,0.242248055547881,0.139487966952528,0.000798008257708816,0.242248055547882,0.242248055547882,50,50,100,0,1,0,1,1,1,0,0,1
597,0,0.00507988611856728,0.0145038893033194,0.00942400318475214,0.0119507983410728,0.788566831754117,0.216134340551198,0.26,0.36,0.1,0.0924986486387774,1.08109687516103,0.139827011644709,0.00351588541413789,0.01514965420596,0.0116337687918221,0.00851921834027519,1.36559110556219,0.0875967682479004,0.279654023289418,0.279654023289418,0.262790304743702,0.279654023289418,50,50,100,0,0,0,1,1,1,0,0,0
598,0,0.00400685789225367,0.0114271524858824,0.0074202945936287,0.0116585094109358,0.636470266659338,0.262976888248359,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,-0.00147055976426116,0.014317545256239,0.0157881050205002,0.0100824507026594,1.56589955022898,0.0602978099337954,0.262976888248359,0.0565003833429432,0.120595619867591,0.262976888248359,50,50,100,0,0,0,1,1,1,0,0,0
599,0,0.00527837236333985,0.00159482189063313,-0.00368355047270672,0.0108804930182101,-0.338546283384563,0.632162092111098,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,-0.000248690359743512,0.0067206101463433,0.00696930050608681,0.00887718211422346,0.785080267185265,0.217150171036789,0.632162092111098,0.0834249927279364,0.434300342073578,0.632162092111098,50,50,100,0,0,0,1,1,1,0,0,0
600,0,-0.0165429285508146,0.00285500499963737,0.019397933550452,0.0113116595558087,1.7148618604324,0.0447655775851954,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,-0.000644796915825027,0.00853036625167396,0.00917516316749899,0.00943645757334461,0.972310117031236,0.16664504244047,0.0895311551703909,0.0774867266606036,0.166645042440471,0.166645042440471,50,50,100,0,0,0,1,1,1,0,0,0
601,0,-0.00344319197408437,0.0097841509512116,0.013227342925296,0.0113355743244063,1.16688775943329,0.123043639139409,0.16,0.42,0.26,0.0907524104363074,2.86493767768819,0.00208545660313553,-0.00417210433329487,0.0219298996022014,0.0261020039354963,0.0103422071375558,2.52383302599999,0.00660771781933556,0.12304363913941,0.00625636980940659,0.0132154356386711,0.12304363913941,50,50,100,0,1,1,1,1,1,0,0,1
602,0,-0.00216839579898894,0.0105212236739939,0.0126896194729829,0.0134489521985601,0.943539636815831,0.17386264546557,0.06,0.44,0.38,0.0866025403784439,4.38786204584116,5.723517107703E-06,-0.015387495838669,0.0190920048827916,0.0344795007214606,0.00918803923830887,3.75265057398763,0.000148285499087408,0.17386264546557,1.7170551323109E-05,0.000296570998174817,0.17386264546557,50,50,100,0,1,1,1,1,1,0,0,1
603,0,-0.000614598919103265,0.0064334166349035,0.00704801555400677,0.0108767290605268,0.647990357651275,0.259253244271199,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.00963524874052118,0.0146056156583911,0.00497036691786988,0.00969952785910065,0.512433902976669,0.304750190065471,0.518506488542398,0.184370393204406,0.518506488542398,0.518506488542398,50,50,100,0,0,0,1,1,1,0,0,0
604,0,-0.00204281173689147,0.0146268557064638,0.0166696674433552,0.0118929141962374,1.40164699486599,0.0820899544514022,0.2,0.36,0.16,0.0897997772825746,1.7817416127495,0.0373956887934721,0.00501233711979357,0.0155106077778972,0.0104982706581037,0.0104649446288898,1.00318453946921,0.159121213909053,0.164179908902805,0.112187066380416,0.164179908902805,0.164179908902805,50,50,100,0,0,0,1,1,1,0,0,0
605,0,-0.0136202762069363,0.00399300546718777,0.017613281674124,0.0120380918225591,1.46312903521114,0.0733160136333985,0.14,0.28,0.14,0.0814616474176652,1.71860015649083,0.0428436015851918,0.00441256115206532,0.00808756164320288,0.00367500049113756,0.00928344692530583,0.395865945128618,0.346532222730052,0.146632027266797,0.128530804755576,0.346532222730052,0.346532222730052,50,50,100,0,0,0,1,1,1,0,0,0
606,0,0.0124659343929967,0.00417274578019406,-0.00829318861280268,0.0123743146049665,-0.670193774568666,0.74784475242484,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,0.00718393003519477,0.0189135278839288,0.011729597848734,0.00939763117956344,1.24814409340109,0.107476077619847,0.747844752424841,0.372998483613487,0.32242823285954,0.747844752424841,50,50,100,0,0,0,1,1,1,0,0,0
607,0,0.0044446432061625,0.0171123791348151,0.0126677359286526,0.0111097661064787,1.14023425941122,0.128483878453352,0.12,0.54,0.42,0.09404254356407,4.46606380562069,3.983592868906E-06,0.00819300348802694,0.0232909153421748,0.0150979118541479,0.00958605937741045,1.57498626492196,0.0592412509629159,0.128483878453352,1.1950778606718E-05,0.118482501925832,0.128483878453352,50,50,100,0,1,0,1,1,1,0,0,1
608,0,-0.0114547826306778,0.00982577808051456,0.0212805607111923,0.0122298826153097,1.74004619509207,0.0424950706440053,0.2,0.36,0.16,0.0897997772825746,1.7817416127495,0.0373956887934721,0.00124774019517121,0.00659238465980218,0.00534464446463097,0.0098205075421276,0.544233018680933,0.293758639646512,0.112187066380416,0.112187066380416,0.293758639646513,0.293758639646513,50,50,100,0,0,0,1,1,1,0,0,0
609,0,0.00842576736532095,0.00558916578347335,-0.0028366015818476,0.0111743465914638,-0.253849436173253,0.599928146976354,0.22,0.3,0.08,0.0877268487978452,0.911921505175106,0.18090501998841,0.0065439666744739,0.0140148332728483,0.00747086659837435,0.00868724860794558,0.859980752886628,0.195949286938233,0.599928146976355,0.54271505996523,0.54271505996523,0.599928146976355,50,50,100,0,0,0,1,1,1,0,0,0
610,0,-0.000797991515665721,0.0164994671494374,0.0172974586651031,0.0119384014206021,1.44889236470579,0.075279965890804,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,-0.000451888454807853,0.012809471968295,0.0132613604231028,0.00931567099166807,1.42355396996779,0.0788758175679165,0.150559931781608,0.0389031683810316,0.150559931781608,0.150559931781608,50,50,100,0,0,0,1,1,1,0,0,0
611,0,-0.00589165231664296,-0.000479766287956157,0.0054118860286868,0.01250436316796,0.432799812033108,0.333055602537044,0.14,0.4,0.26,0.0887918915216925,2.92819530639777,0.00170467905421468,0.000840695190341312,0.018448781159331,0.0176080859689897,0.00931829268828367,1.88962576708169,0.0308818713682744,0.333055602537044,0.00511403716264403,0.0617637427365488,0.333055602537044,50,50,100,0,1,0,1,1,1,0,0,1
612,0,0.00235176164907213,0.0166945216830921,0.01434276003402,0.0119184972058472,1.20340339778605,0.115859616150053,0.28,0.46,0.18,0.0965608616365865,1.8641092980036,0.0311531785390504,0.00457968937509424,0.00802387210870734,0.0034441827336131,0.00967567647729629,0.355962990463228,0.361316706894581,0.231719232300107,0.0934595356171514,0.361316706894581,0.361316706894581,50,50,100,0,0,0,1,1,1,0,0,0
613,0,0.0052351566455832,0.0252139050319685,0.0199787483863853,0.0113161003566527,1.76551530621941,0.0402959358287414,0.18,0.54,0.36,0.096,3.75,8.8417285200815E-05,-0.00767308445371931,0.0184244680061192,0.0260975524598385,0.0089855089604059,2.9044044777915,0.00227368937327399,0.0402959358287414,0.000265251855602444,0.00454737874654799,0.0402959358287414,50,50,100,0,1,1,1,1,1,0,0,1
614,0,-0.00553842949704225,0.00647949164362985,0.0120179211406721,0.0122885032092997,0.977980876595055,0.165245923301456,0.16,0.42,0.26,0.0907524104363074,2.86493767768819,0.00208545660313553,-0.00849514411230959,0.0048930278019396,0.0133881719142492,0.00925902821345322,1.44595864766849,0.0756896881984402,0.165245923301456,0.00625636980940659,0.151379376396881,0.165245923301456,50,50,100,0,1,0,1,1,1,0,0,1
615,0,-0.00322940097168926,0.00767804220728265,0.0109074431789719,0.0112314180170481,0.971154591736818,0.166931088940332,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,0.00515480122609858,0.0128777799434761,0.00772297871737747,0.00862710981039215,0.895198842615221,0.186437149230882,0.333862177880664,0.0565003833429432,0.333862177880664,0.333862177880664,50,50,100,0,0,0,1,1,1,0,0,0
616,0,0.015141281106047,0.0114403086240635,-0.0037009724819835,0.0128124995244261,-0.288856399559497,0.613349298548264,0.34,0.42,0.08,0.0970772887960928,0.824085643430329,0.204945448480806,-0.00218234126926948,0.0221943148309695,0.024376656100239,0.00881572729932497,2.76513273069433,0.00339987500981254,0.613349298548265,0.409890896961612,0.0101996250294376,0.613349298548265,50,50,100,0,0,1,1,1,1,0,0,1
617,0,0.00193263636763295,0.010017727576873,0.00808509120924009,0.0127620095283947,0.633528065564536,0.263932328423038,0.08,0.34,0.26,0.0814616474176652,3.19168600491154,0.000707225027170355,-0.00561974885629873,0.0158400146415204,0.0214597634978191,0.00917324267418414,2.33938687332588,0.0106724860179885,0.263932328423038,0.00212167508151107,0.0213449720359771,0.263932328423038,50,50,100,0,1,1,1,1,1,0,0,1
618,0,0.00197032400052957,0.00603362747736955,0.00406330347683997,0.0108909369935804,0.37309034835433,0.354943488617611,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,-0.00480539092084455,0.0277284141708383,0.0325338050916828,0.0092071370570549,3.53354195664482,0.000313676393280504,0.354943488617612,0.00225022656808594,0.000941029179841514,0.354943488617612,50,50,100,0,1,1,1,1,1,0,0,1
619,0,-0.00686815226836804,0.0259258810764511,0.0327940333448191,0.0110304083549299,2.97305705188714,0.00185542614243406,0.26,0.4,0.14,0.09404254356407,1.4886879352069,0.0682847817372672,0.000352985516896194,0.0112940333977594,0.0109410478808632,0.00957564117759874,1.14259167380443,0.127995979559714,0.00556627842730218,0.136569563474534,0.136569563474534,0.136569563474534,50,50,100,1,0,0,1,1,1,0,0,1
620,0,-0.00154129702924381,0.00661476521422003,0.00815606224346384,0.010848575874969,0.751809485176978,0.226983723438837,0.14,0.46,0.32,0.0916515138991168,3.49148624377588,0.00024017059999093,-0.00215130890284581,0.0158029774747348,0.0179542863775806,0.00880102450955511,2.04002231309412,0.022019306448712,0.226983723438837,0.00072051179997279,0.044038612897424,0.226983723438837,50,50,100,0,1,0,1,1,1,0,0,1
621,0,-3.5718815166987E-05,0.0209949382195622,0.0210306570347292,0.0128588045510695,1.63550639184263,0.0525754681033116,0.14,0.3,0.16,0.0828492607088319,1.93121819834107,0.0267280372053111,-0.00567114255648364,0.0129283507559298,0.0185994933124134,0.0100730780121955,1.84645579929938,0.0339220193929946,0.0801841116159335,0.0801841116159335,0.0801841116159335,0.0801841116159335,50,50,100,0,0,0,1,1,1,0,0,0
622,0,0.026214751723548,0.0171003993560034,-0.00911435236754456,0.0114454355276961,-0.796330759584406,0.786117658762895,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.00491959366464571,0.0127275472250189,0.0078079535603732,0.0100019198652854,0.780645482621094,0.218446309115597,0.786117658762896,0.055831275569659,0.436892618231194,0.786117658762896,50,50,100,0,0,0,1,1,1,0,0,0
623,0,-0.00240825697865792,0.00769161269554067,0.0100998696741986,0.0120556476396153,0.837770808845644,0.202098999098586,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,-0.00427344995093934,0.00717952837260529,0.0114529783235446,0.00870864152626624,1.31512800119297,0.0957679093576718,0.202098999098586,0.0774867266606036,0.191535818715344,0.202098999098586,50,50,100,0,0,0,1,1,1,0,0,0
624,0,-0.0102956275254604,0.0125400096568529,0.0228356371823133,0.0105655220564103,2.16133543239906,0.0165527119008893,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,-0.000174038099442359,0.0135561289656408,0.0137301670650832,0.00914746707887703,1.50098021088136,0.0682878993190357,0.0331054238017785,0.0316469575871675,0.0682878993190357,0.0682878993190357,50,50,100,0,0,0,1,1,1,0,0,0
625,0,-0.00583796640087993,-0.00112456726489568,0.00471339913598424,0.0130962711365992,0.359903905991381,0.35984672009838,0.16,0.4,0.24,0.0897997772825746,2.67261241912424,0.00376315758322898,0.00274404383899875,0.0140831892908282,0.0113391454518295,0.00977137103441816,1.16044569507074,0.124343261310135,0.35984672009838,0.011289472749687,0.24868652262027,0.35984672009838,50,50,100,0,1,0,1,1,1,0,0,1
626,0,0.00105244030834332,0.00449105775724986,0.00343861744890654,0.0119071762972894,0.288785297458754,0.386677827947525,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,0.00252848776196845,0.0112585390083691,0.00873005124640066,0.00945546048281443,0.923281448033946,0.17906410667808,0.386677827947526,0.0565003833429432,0.358128213356161,0.386677827947526,50,50,100,0,0,0,1,1,1,0,0,0
627,0,0.00363667121955315,0.010459893817038,0.00682322259748482,0.0114120505859217,0.597896280437295,0.275644171281937,0.22,0.52,0.3,0.0965608616365865,3.106848830006,0.000945465339144413,0.000820721189904115,0.0173731186942088,0.0165523975043047,0.00832178010530187,1.9890452877695,0.0247420257663058,0.275644171281937,0.00283639601743324,0.0494840515326117,0.275644171281937,50,50,100,0,1,0,1,1,1,0,0,1
628,0,0.00183500571795099,0.00114806773829334,-0.000686937979657653,0.0124895817308573,-0.055000879489861,0.521875131582761,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.00472691494136803,0.00683809990344068,0.00211118496207265,0.00981437485871878,0.215111506587416,0.415063705376266,0.830127410752533,0.00933533173009228,0.830127410752533,0.830127410752533,50,50,100,0,1,0,1,1,1,0,0,1
629,0,0.012001753333541,0.0131733205360555,0.00117156720251448,0.0129433197945096,0.0905152017499747,0.464031280286551,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,-0.00539667960624311,0.010789356851017,0.0161860364572601,0.00917041030387426,1.76502859969329,0.0403370637395903,0.464031280286552,0.00249254168697522,0.0806741274791808,0.464031280286552,50,50,100,0,1,0,1,1,1,0,0,1
630,0,-0.00416487275081981,0.0177899823209536,0.0219548550717734,0.0122858379712545,1.78700509669278,0.0385141834624274,0.16,0.32,0.16,0.0854166260162505,1.87317162316339,0.0305223447529946,-0.0101353046308425,0.0235997143760999,0.0337350190069424,0.0085525740669893,3.94442874656307,7.5175903264113E-05,0.0610446895059894,0.0610446895059894,0.000225527709792339,0.0610446895059894,50,50,100,0,0,1,1,1,1,0,0,1
631,0,0.00302434988793202,0.0161581122261829,0.0131337623382509,0.0108415754339894,1.21142562888741,0.114322683275295,0.14,0.34,0.2,0.0854166260162505,2.34146452895423,0.00960412554850698,0.0113245531264382,0.0119703444133241,0.00064579128688586,0.00898059325866518,0.0719096465328446,0.471410183094548,0.228645366550589,0.028812376645521,0.471410183094548,0.471410183094548,50,50,100,0,0,0,1,1,1,0,0,0
632,0,0.00452492990857062,0.00901018962978887,0.00448525972121825,0.0124376546133548,0.360619414242476,0.359580055800181,0.28,0.4,0.12,0.0947417542586161,1.26660099276225,0.102648998651261,0.00246816900223894,0.0123688481747324,0.00990067917249347,0.0098800835623605,1.00208455829376,0.159385327294395,0.359580055800182,0.307946995953784,0.31877065458879,0.359580055800182,50,50,100,0,0,0,1,1,1,0,0,0
633,0,-0.00897730018113177,0.0259161615279077,0.0348934617090394,0.010659855211464,3.27335231265747,0.000734436761611335,0.14,0.46,0.32,0.0916515138991168,3.49148624377588,0.00024017059999093,-0.00617701822692649,0.00230276146387851,0.008479779690805,0.00885194294118853,0.95795688552715,0.170220929641914,0.00146887352322267,0.00072051179997279,0.170220929641914,0.170220929641914,50,50,100,1,1,0,1,1,1,0,0,1
634,0,-0.0013849714016005,0.013181563919748,0.0145665353213485,0.0115650756769952,1.25952788621381,0.105415609981704,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,-0.00366549208671759,0.00767183501014895,0.0113373270968665,0.00904740349264067,1.25310284946267,0.106574947410564,0.210831219963407,0.0480815121458835,0.210831219963407,0.210831219963407,50,50,100,0,0,0,1,1,1,0,0,0
635,0,-0.000104042485392914,0.00165739062023562,0.00176143310562853,0.0117841583208545,0.149474664008147,0.440743141230195,0.12,0.38,0.26,0.0866025403784439,3.00222139978605,0.00134008586403422,-0.00390117281462498,0.0117875105705515,0.0156886833851764,0.00983697962844508,1.59486793484967,0.0569809250772161,0.440743141230196,0.00402025759210268,0.113961850154432,0.440743141230196,50,50,100,0,1,0,1,1,1,0,0,1
636,0,0.0133288075793869,0.0124750274815759,-0.000853780097810997,0.0109633012046473,-0.0778761872791642,0.530957337655116,0.2,0.26,0.06,0.0841665016500033,0.712872684782636,0.237962271578185,-0.0053843993291059,0.0239968005233845,0.0293811998524904,0.00976250653620584,3.00959592124476,0.00166295716500131,0.530957337655117,0.475924543156371,0.00498887149500394,0.530957337655117,50,50,100,0,0,1,1,1,1,0,0,1
637,0,-2.7199204131589E-05,0.0233785768985897,0.0234057761027213,0.011896095829495,1.96751744758893,0.0259752054786548,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,-0.0065218412353565,0.0107940707443095,0.017315911979666,0.00881414908002444,1.96455855493858,0.0261487141345059,0.0779256164359646,0.0779256164359646,0.0779256164359646,0.0779256164359646,50,50,100,0,0,0,1,1,1,0,0,0
638,0,-0.00824737593755044,0.00997918786105984,0.0182265637986103,0.0126873665502486,1.43659156740081,0.0770094431283992,0.24,0.38,0.14,0.0924986486387774,1.51353562522544,0.0650718295128838,-0.0089583116796927,0.0202591156806523,0.029217427360345,0.00860527161073588,3.3952940339377,0.000495603445586745,0.130143659025768,0.130143659025768,0.00148681033676024,0.130143659025768,50,50,100,0,0,1,1,1,1,0,0,1
