Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
29,0,0.0066229862739678,0.00337204925267628,-0.00325093702129151,0.0103763522137757,-0.313302493430741,0.622641657097655,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.00400100363078702,0.0065409333903357,0.00253992975954867,0.0100415720738227,0.252941445908654,0.40042163936406,0.800843278728122,0.0436444976118784,0.800843278728122,0.800843278728122,50,50,100,0,0,0,1,1,1,0,0,0
30,0,-0.0031165923004031,0.00793764988702866,0.0110542421874318,0.0138464248372532,0.798346310860748,0.213299987785078,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,0.00462358558015312,0.0154126214905187,0.0107890359103656,0.0100418127119714,1.07441118648861,0.14263834667401,0.285276693348021,0.172289759770322,0.285276693348021,0.285276693348021,50,50,100,0,0,0,1,1,1,0,0,0
31,0,0.00391734590191753,0.0162103731082541,0.0122930272063366,0.0108244095030212,1.13567647296654,0.129430887611674,0.28,0.4,0.12,0.0947417542586161,1.26660099276225,0.102648998651261,0.00268713571806228,0.0125793904907746,0.00989225477271229,0.00994929299246876,0.994267108245818,0.161270744455974,0.307946995953784,0.307946995953784,0.307946995953784,0.307946995953784,50,50,100,0,0,0,1,1,1,0,0,0
32,0,0.0010735817258907,0.0116478390281837,0.010574257302293,0.0103784275777558,1.018868920467,0.155386961527185,0.26,0.48,0.22,0.0965608616365865,2.27835580867107,0.0113526935326735,-0.00404528593115759,0.0125768412088172,0.0166221271399748,0.0103347035823821,1.60837967025113,0.0554845266951846,0.155386961527185,0.0340580805980207,0.110969053390369,0.155386961527185,50,50,100,0,0,0,1,1,1,0,0,0
33,0,0.00335979023679368,0.00809846094702944,0.00473867071023577,0.0115172142131117,0.411442439339287,0.340823280953408,0.2,0.3,0.1,0.0866025403784439,1.15470053837925,0.124106539494962,0.00502771599288851,0.00523450452043211,0.000206788527543605,0.00905593811134052,0.0228345782624827,0.490914327868424,0.681646561906816,0.372319618484886,0.681646561906816,0.681646561906816,50,50,100,0,0,0,1,1,1,0,0,0
34,0,0.0131615759638552,0.000554645357758892,-0.0126069306060964,0.0122802264978744,-1.02660407837579,0.846432889298244,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,0.00385611407666291,0.00753739183784386,0.00368127776118096,0.00934226372775756,0.39404558343212,0.347201750480358,0.846432889298244,0.0834249927279364,0.694403500960716,0.846432889298244,50,50,100,0,0,0,1,1,1,0,0,0
35,0,-0.0147810992021151,0.0400529619755728,0.0548340611776879,0.0115833957523342,4.73385027586909,3.71313979719E-06,0.14,0.54,0.4,0.0947417542586161,4.22200330920749,1.2107027702601E-05,-0.0222255184104745,0.0122942823287843,0.0345198007392587,0.0102213715284217,3.3772180810836,0.00052567661265801,1.113941939157E-05,2.4214055405203E-05,0.000525676612658011,0.000525676612658011,50,50,100,1,1,1,1,1,1,0,0,1
36,0,-0.00407513318345188,0.00338991064403432,0.0074650438274862,0.011288448501285,0.661299365155134,0.254986065705129,0.16,0.3,0.14,0.0841665016500033,1.66336959782615,0.0481192374557394,0.00373209354768882,0.0105553021668053,0.00682320861911646,0.00863537601283655,0.790146093114383,0.215675134766698,0.431350269533396,0.144357712367218,0.431350269533396,0.431350269533396,50,50,100,0,0,0,1,1,1,0,0,0
37,0,-0.00679404852647212,0.0190894417746739,0.0258834903011461,0.0124100861246492,2.08568176249282,0.0198027447282174,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,-0.00870336908266486,0.0143798010528415,0.0230831701355064,0.0103400296077094,2.23240851441044,0.0139322370640727,0.0278644741281453,0.0033753398521289,0.0278644741281453,0.0278644741281453,50,50,100,0,1,0,1,1,1,0,0,1
38,0,0.00160429724398725,0.0165282180352403,0.0149239207912531,0.0126712289482797,1.17778006002166,0.120868275465588,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,0.00925790899773319,0.025871456545472,0.0166135475477388,0.0105221946529804,1.57890517098855,0.0587901529421688,0.120868275465588,0.0389031683810316,0.117580305884338,0.120868275465588,50,50,100,0,0,0,1,1,1,0,0,0
39,0,0.00636745446487131,0.0126537668395795,0.00628631237470821,0.0124993436466813,0.502931398032031,0.308070467011605,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,-0.0101515799309291,0.0159207158939491,0.0260722958248782,0.0092755948181822,2.81084893593786,0.00298371680329335,0.308070467011605,0.122913595469604,0.00895115040988005,0.308070467011605,50,50,100,0,0,1,1,1,1,0,0,1
40,0,0.00424793716539224,0.0209673988338048,0.0167194616684126,0.0119956608089747,1.39379246668126,0.0832664408492954,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,0.000292426396285659,0.00937437796014586,0.0090819515638602,0.00937039706153612,0.969217366587384,0.167411363667809,0.166532881698591,0.0151459719712608,0.16741136366781,0.16741136366781,50,50,100,0,1,0,1,1,1,0,0,1
41,0,0.000290402244373923,0.0219907668169289,0.021700364572555,0.0122794694048833,1.76720702312473,0.0401532504524347,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,0.00227528088242181,0.0118873444234316,0.00961206354100978,0.00980462983253745,0.980359657139872,0.164661322955432,0.0803065009048694,0.0709810715720645,0.164661322955432,0.164661322955432,50,50,100,0,0,0,1,1,1,0,0,0
42,0,0.00456865547997165,0.0239439336595333,0.0193752781795617,0.0122432905678046,1.58252212281163,0.0583762452213364,0.18,0.44,0.26,0.0924986486387774,2.81085187541867,0.00247052637450829,-0.00480969929366426,0.00940151165326213,0.0142112109469264,0.00964844242921103,1.47290208250623,0.071991017718684,0.116752490442673,0.00741157912352487,0.116752490442673,0.116752490442673,50,50,100,0,1,0,1,1,1,0,0,1
43,0,-0.0048578171800144,0.0156115653940722,0.0204693825740866,0.0102528347748903,1.99646078606642,0.0243289526785946,0.12,0.28,0.16,0.08,2,0.0227501319481792,0.00773653210224437,0.00798015633583805,0.000243624233593676,0.00980627663624428,0.0248437039490844,0.490115074346497,0.0682503958445377,0.0682503958445377,0.490115074346497,0.490115074346497,50,50,100,0,0,0,1,1,1,0,0,0
44,0,-0.00315695407654618,0.0157378945413472,0.0188948486178934,0.0109507755477409,1.72543474528536,0.0438005717005293,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.00763390907703448,0.016533369357254,0.00889946028021951,0.00820770358653181,1.08428139325387,0.140450179867652,0.0876011434010587,0.00962944281215062,0.140450179867652,0.140450179867652,50,50,100,0,1,0,1,1,1,0,0,1
45,0,-0.00311568589321333,0.0119027495713245,0.0150184354645378,0.0123470265038167,1.21636051075904,0.113384590471956,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,-0.00617276623545765,0.0136338549141087,0.0198066211495663,0.0101727535583708,1.94702653867675,0.0271970969696926,0.113384590471956,0.00403343376771126,0.0543941939393853,0.113384590471956,50,50,100,0,1,0,1,1,1,0,0,1
46,0,-0.00409531122945625,0.0104372758717062,0.0145325871011624,0.0116567038578866,1.24671496147945,0.107736818831918,0.16,0.48,0.32,0.0932952303175248,3.42997170285018,0.000301822099066706,-0.0114827356433151,0.00832286907563402,0.0198056047189491,0.00913532263539622,2.16802465653586,0.0162890187550047,0.107736818831918,0.00090546629720012,0.0325780375100094,0.107736818831918,50,50,100,0,1,0,1,1,1,0,0,1
47,0,0.0137070777698943,0.00768919451336927,-0.00601788325652507,0.0113559304874213,-0.529933083263493,0.701321536843496,0.3,0.54,0.24,0.0987117014340245,2.43132269541932,0.00752190466576574,0.0119187843380374,0.0182943346604584,0.00637555032242093,0.0092013184107022,0.692895304547381,0.245007020257457,0.701321536843497,0.0225657139972973,0.490014040514914,0.701321536843497,50,50,100,0,1,0,1,1,1,0,0,1
48,0,-0.00309373004332117,-0.00168123364200977,0.0014124964013114,0.0119774631962875,0.117929512966419,0.453182440597088,0.18,0.24,0.06,0.0814616474176652,0.736542924210354,0.230700177553926,0.00187954110279972,0.00599366386508058,0.00411412276228086,0.01012381478215,0.40638068265875,0.342674487703574,0.692100532661778,0.692100532661778,0.692100532661778,0.692100532661778,50,50,100,0,0,0,1,1,1,0,0,0
49,0,0.00544826747290571,0.0133234963972046,0.0078752289242989,0.0116717877288769,0.674723453444497,0.250720083770042,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.00321028309421924,0.0073716620807822,0.00416137898656296,0.00897619943965834,0.463601440067976,0.321980678526867,0.501440167540084,0.000548949137216815,0.501440167540084,0.501440167540084,50,50,100,0,1,0,1,1,1,0,0,1
50,0,0.00173433086500459,0.0150527378915012,0.0133184070264966,0.0130257413947137,1.02246825135816,0.154538356715614,0.14,0.28,0.14,0.0814616474176652,1.71860015649083,0.0428436015851918,-0.0051546979832073,0.0100159947884746,0.0151706927716819,0.00930185869772353,1.63093132939062,0.0530572956165556,0.154538356715614,0.128530804755576,0.128530804755576,0.154538356715614,50,50,100,0,0,0,1,1,1,0,0,0
51,0,-0.00406853392386051,0.00932212583937019,0.0133906597632307,0.0128758413136749,1.03998328629672,0.15045334052512,0.26,0.34,0.08,0.0916515138991168,0.87287156094397,0.191366544442613,-0.00369169880406044,0.00895458078751801,0.0126462795915785,0.00972248355929539,1.30072522256802,0.098201405216313,0.300906681050241,0.300906681050241,0.294604215648939,0.300906681050241,50,50,100,0,0,0,1,1,1,0,0,0
52,0,0.00623413825549579,0.022187103314028,0.0159529650585322,0.0118363627003872,1.34779285345914,0.0904162341201477,0.24,0.48,0.24,0.096,2.5,0.00620966532577616,0.00534389861204338,0.0292515639001505,0.0239076652881072,0.00938286404637469,2.54801360969783,0.00619374285048124,0.0904162341201478,0.0185812285514438,0.0185812285514438,0.0904162341201478,50,50,100,0,1,1,1,1,1,0,0,1
53,0,0.000986953048625455,0.0118993290448245,0.0109123759961991,0.0122476537150007,0.890976855659611,0.1875619146038,0.16,0.4,0.24,0.0897997772825746,2.67261241912424,0.00376315758322898,-0.00367034603538848,0.00790424378350973,0.0115745898188982,0.00963703820832415,1.20105260233382,0.116312801193482,0.232625602386964,0.011289472749687,0.232625602386964,0.232625602386964,50,50,100,0,1,0,1,1,1,0,0,1
54,0,0.00271335941412401,-0.00806564487501955,-0.0107790042891436,0.012011550838724,-0.897386560142857,0.814144001183505,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,-0.00144039025880971,0.0102795045439978,0.0117198948028075,0.00951158938030889,1.23216997014929,0.110416865903,0.814144001183506,0.129521731475494,0.220833731806001,0.814144001183506,50,50,100,0,0,0,1,1,1,0,0,0
55,0,0.0106790744000915,0.0157820557631641,0.00510298136307259,0.011770769159669,0.433529983797259,0.332791296499726,0.12,0.38,0.26,0.0866025403784439,3.00222139978605,0.00134008586403422,0.00271292697172864,0.00384596117357519,0.00113303420184654,0.0092358915338586,0.122677296251571,0.451306936205236,0.665582592999452,0.00402025759210268,0.665582592999452,0.665582592999452,50,50,100,0,1,0,1,1,1,0,0,1
56,0,0.000363736376413989,0.0214362998380785,0.0210725634616645,0.0122422364667608,1.72130014959923,0.0441758953546867,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.00485383079932039,0.0323164170694846,0.0274625862701643,0.0101582480380215,2.7034766396109,0.00404504576031739,0.0441758953546867,0.0372208503797727,0.0121351372809522,0.0441758953546867,50,50,100,0,0,1,1,1,1,0,0,1
57,0,-0.00768546077432792,0.0266040862976203,0.0342895470719482,0.0125379900394621,2.73485199493901,0.00370398901816693,0.14,0.52,0.38,0.09404254356407,4.04072439556158,2.66431755096E-05,-0.00723209911487153,0.0138253768847253,0.0210574759995968,0.00898766343777958,2.342931079404,0.01057711705827,0.00740797803633387,7.9929526528799E-05,0.01057711705827,0.01057711705827,50,50,100,1,1,1,1,1,1,0,0,1
58,0,-0.00223418888098423,0.0150222487367485,0.0172564376177327,0.0126744468336541,1.36151406402307,0.0882366680380837,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,-0.0247109685197911,0.01173556902608,0.0364465375458711,0.00941568836836338,3.87083090688633,9.781358225458E-05,0.0882366680380838,0.00569740913826622,0.00029344074676374,0.0882366680380838,50,50,100,0,1,1,1,1,1,0,0,1
59,0,-0.0118285599867627,-0.00432178072174532,0.00750677926501735,0.00882721871337643,0.85041274140425,0.198584316414736,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.00408738955974769,0.0170377054513296,0.0129503158915819,0.00905745298178324,1.42979664566056,0.077977861417632,0.198584316414736,0.000548949137216815,0.155955722835264,0.198584316414736,50,50,100,0,1,0,1,1,1,0,0,1
60,0,-0.00483519098345437,0.0041637491122014,0.00899894009565576,0.0109878368258357,0.818991056956408,0.207389350427645,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.0138515730328399,0.0116130619664996,-0.00223851106634029,0.00845245548956219,-0.264835593527182,0.604153830591609,0.41477870085529,0.00403343376771126,0.60415383059161,0.60415383059161,50,50,100,0,1,0,1,1,1,0,0,1
61,0,-0.00114674661720242,0.000102068004231003,0.00124881462143343,0.0134069146667853,0.0931470552674793,0.462988449173173,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.00122772309936954,0.00335804894384126,0.00213032584447172,0.00855932244469356,0.248889542161417,0.401983544593798,0.803967089187596,0.0132431414292279,0.803967089187596,0.803967089187596,50,50,100,0,1,0,1,1,1,0,0,1
62,0,-0.00550721946076481,0.00484360013566664,0.0103508195964315,0.0113640105136437,0.910842134825921,0.182306759656589,0.16,0.3,0.14,0.0841665016500033,1.66336959782615,0.0481192374557394,0.000657273125699203,0.0045287141987454,0.0038714410730462,0.00953299411011507,0.406109667993854,0.342773713095214,0.364613519313179,0.144357712367218,0.364613519313179,0.364613519313179,50,50,100,0,0,0,1,1,1,0,0,0
63,0,0.00247515601129994,0.0098294658190315,0.00735430980773156,0.0112615551828201,0.653045666281581,0.25762799197629,0.24,0.52,0.28,0.0970772887960928,2.88429975200615,0.00196142578829517,0.00907163944932431,0.0165162188335143,0.00744457938418996,0.0086588932530764,0.859761076456854,0.196009543207678,0.392019086415357,0.00588427736488551,0.392019086415357,0.392019086415357,50,50,100,0,1,0,1,1,1,0,0,1
64,0,-0.00744905992220371,0.00770737183183107,0.0151564317540348,0.011201896027755,1.35302378423096,0.0895805792064148,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.00168570400865484,0.024054576072909,0.0223688720642542,0.00929586966627478,2.40632376176787,0.0089941381377614,0.0895805792064149,0.0033753398521289,0.0179882762755228,0.0895805792064149,50,50,100,0,1,1,1,1,1,0,0,1
65,0,0.00257715684807464,0.0165090532645941,0.0139318964165195,0.0123927340105727,1.1241987768505,0.13183742505453,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,0.00899683047575465,0.0123100417011781,0.00331321122542344,0.00944278594482405,0.350872215549854,0.363218677494676,0.26367485010906,0.0774867266606036,0.363218677494676,0.363218677494676,50,50,100,0,0,0,1,1,1,0,0,0
66,0,-0.00346111520961395,0.0104813938082761,0.01394250901789,0.0117222591279555,1.18940460756746,0.118577136976213,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,-0.00418018591674234,0.00774183377604352,0.0119220196927859,0.00851859576594118,1.39952875102398,0.0824059752364552,0.164811950472911,0.0436444976118784,0.164811950472911,0.164811950472911,50,50,100,0,0,0,1,1,1,0,0,0
67,0,0.00952729999676205,0.0200723014998769,0.0105450015031148,0.0124767643140808,0.845171170799,0.200037001337449,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.00199801938381891,0.0162364832860774,0.0142384639022585,0.00949568453794113,1.4994668204664,0.0684836139496929,0.200037001337449,0.184370393204406,0.184370393204406,0.200037001337449,50,50,100,0,0,0,1,1,1,0,0,0
68,0,0.000406885360972411,-0.00556277581024796,-0.00596966117122037,0.0110658342880475,-0.539467790301934,0.704606139138474,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,-0.000723176198589841,0.0149507971651744,0.0156739733637642,0.00951262357500255,1.64770247032087,0.0513082391291693,0.704606139138475,0.0151459719712608,0.102616478258339,0.704606139138475,50,50,100,0,1,0,1,1,1,0,0,1
69,0,0.0057714726985823,-0.000954063628704717,-0.00672553632728702,0.0127659831021311,-0.526832620212719,0.700249839691464,0.22,0.3,0.08,0.0877268487978452,0.911921505175106,0.18090501998841,-0.00404716595209235,0.0105466563089591,0.0145938222610514,0.00848615364468006,1.7197216633239,0.0443198772262068,0.700249839691465,0.36181003997682,0.13295963167862,0.700249839691465,50,50,100,0,0,0,1,1,1,0,0,0
70,0,-0.000409016140230495,0.0147767365190238,0.0151857526592543,0.0123608254520723,1.22853871839994,0.111093465367324,0.24,0.36,0.12,0.0916515138991168,1.30930734141595,0.0952151319127621,0.00556310682628226,0.0132939892965001,0.00773088247021786,0.00906719581261888,0.852621100280942,0.197974215937749,0.285645395738287,0.285645395738287,0.285645395738287,0.285645395738287,50,50,100,0,0,0,1,1,1,0,0,0
71,0,-0.00360986862592279,0.00422746477673069,0.00783733340265348,0.0126751737672787,0.61832157464269,0.268898909776685,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,0.0101247851951606,0.0184918090323545,0.00836702383719387,0.0090844131885918,0.921030743923138,0.179648069383972,0.359296138767944,0.0289746908145521,0.359296138767944,0.359296138767944,50,50,100,0,0,0,1,1,1,0,0,0
72,0,-0.00794843916776627,0.000605005514555942,0.00855344468232221,0.011341824397509,0.754150688861026,0.226283517940815,0.2,0.36,0.16,0.0897997772825746,1.7817416127495,0.0373956887934721,0.00464801159671193,0.0205472579548264,0.0158992463581145,0.0101309170919632,1.56937878513756,0.0598915055759565,0.226283517940815,0.112187066380416,0.119783011151913,0.226283517940815,50,50,100,0,0,0,1,1,1,0,0,0
73,0,0.00341365227593266,0.0177636747584235,0.0143500224824908,0.0114070830697573,1.25799228380618,0.105691849137541,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,-0.00414994510244917,0.0119923498876894,0.0161422949901386,0.011582050797534,1.39373374131424,0.0832752852229042,0.166550570445809,0.129521731475494,0.166550570445809,0.166550570445809,50,50,100,0,0,0,1,1,1,0,0,0
74,0,0.0024620724453915,0.00302639408485825,0.000564321639466743,0.011823721549792,0.0477279202736865,0.481015106644482,0.32,0.34,0.02,0.09404254356407,0.212669705029557,0.415792299041722,0.0114010398361922,0.0112169446053726,-0.000184095230819598,0.00826592583885956,-0.0222715802692222,0.508861698209461,1,1,1,1,50,50,100,0,0,0,1,1,1,0,0,0
75,0,-0.0099600586622978,0.0120974634254936,0.0220575220877914,0.010287777629951,2.14405121117461,0.0172513071733789,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.000497378817249817,0.0216415550583622,0.0211441762411124,0.00976799107477986,2.16463918519591,0.0164220159311981,0.0492660477935943,0.0492660477935943,0.0492660477935943,0.0492660477935943,50,50,100,0,0,0,1,1,1,0,0,0
76,0,-0.0126792637722612,0.00502217856016689,0.0177014423324281,0.0124736076234419,1.41911168499172,0.0795196316051767,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.00629116917935251,0.0165049065826201,0.0102137374032676,0.00860988800983453,1.18627993669617,0.119189909150702,0.159039263210354,0.00933533173009228,0.159039263210354,0.159039263210354,50,50,100,0,1,0,1,1,1,0,0,1
77,0,-0.00951858268831725,0.00278300883794811,0.0123015915262654,0.0115199053796432,1.06785525756171,0.144104628448958,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.00321691975908734,0.00659140975671073,0.00337448999762339,0.00826956971983301,0.408061134006805,0.342059477797325,0.288209256897916,0.0339289946074959,0.342059477797325,0.342059477797325,50,50,100,0,0,0,1,1,1,0,0,0
78,0,-0.0025123994577156,0.0266827772614876,0.0291951767192032,0.012628714268218,2.3118091120865,0.0114408979447442,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.00255613030205434,0.0173081425495759,0.0147520122475215,0.010378694822308,1.42137450807528,0.0791911811153662,0.0343226938342327,0.0343226938342327,0.0791911811153662,0.0791911811153662,50,50,100,0,0,0,1,1,1,0,0,0
79,0,0.00327357686151763,0.0066956844497735,0.00342210758825587,0.0125244564900197,0.273234019454883,0.392624156181166,0.18,0.3,0.12,0.0854166260162505,1.40487871737254,0.0800286731159724,-0.00520835518998553,-0.00284567312774335,0.00236268206224218,0.0101366355218733,0.233083458228707,0.408091369237139,0.785248312362333,0.240086019347917,0.785248312362333,0.785248312362333,50,50,100,0,0,0,1,1,1,0,0,0
80,0,0.0182368526756344,0.0169853453674856,-0.0012515073081488,0.0119443596869749,-0.104778099533753,0.541616981055163,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,-0.00455569603806283,0.00764405328305454,0.0121997493211174,0.010192476572482,1.19693670467241,0.117109334300304,0.541616981055164,0.0709810715720645,0.234218668600608,0.541616981055164,50,50,100,0,0,0,1,1,1,0,0,0
81,0,0.00672614389285677,-0.00532927629024902,-0.0120554201831058,0.0128745083261755,-0.936379073878542,0.824310073686446,0.32,0.44,0.12,0.0970772887960928,1.23612846514549,0.108205407792621,0.00907044654113794,0.00321679125930213,-0.00585365528183581,0.0097357481063765,-0.60125377298966,0.725470386381658,1,0.324616223377864,1,1,50,50,100,0,0,0,1,1,1,0,0,0
82,0,0.00145786616730084,-0.000130891256787578,-0.00158875742408842,0.012306983095763,-0.129093979550146,0.551226068800853,0.26,0.38,0.12,0.0932952303175248,1.28623938856882,0.0991797642144936,-0.00102191406684875,0.0236765423239086,0.0246984563907573,0.00961797262107358,2.56794829470001,0.00587016164432996,0.551226068800853,0.198359528428987,0.0176104849329899,0.551226068800853,50,50,100,0,0,1,1,1,1,0,0,1
83,0,-0.0125676734625002,0.00450083490038805,0.0170685083628883,0.0116880071787828,1.46034376107098,0.0736970791565756,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,-0.00261968340088937,0.0250524033354721,0.0276720867363615,0.0095081619603495,2.91035079669008,0.00223429262560182,0.0736970791565757,0.0173873334824835,0.00670287787680546,0.0736970791565757,50,50,100,0,1,1,1,1,1,0,0,1
84,0,-0.00841112985559545,0.0242632528695313,0.0326743827251267,0.0119870003668004,2.72581811339749,0.00379940162674886,0.2,0.48,0.28,0.0947417542586161,2.95540231644524,0.00156130781584274,-0.00793928466008928,0.0270403779487748,0.0349796626088641,0.0114483465291944,3.05543359642919,0.00144762165668766,0.00434286497006298,0.00434286497006298,0.00434286497006298,0.00434286497006298,50,50,100,1,1,1,1,1,1,0,0,1
85,0,-0.00412727797285254,0.0268554350208664,0.0309827129937189,0.0119622904470172,2.59003182801371,0.00552954150565999,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.00676051088897001,0.017529829812951,0.010769318923981,0.010329904753681,1.04253806601106,0.149863651443052,0.01658862451698,0.105968809127202,0.149863651443052,0.149863651443052,50,50,100,1,0,0,1,1,1,0,0,1
86,0,-0.007733919277077,0.0115492740149398,0.0192831932920168,0.0117157583102004,1.64591934908966,0.0514919591310194,0.22,0.38,0.16,0.0916515138991168,1.74574312188794,0.0404277991850261,-0.0043207773004053,0.0199041125101263,0.0242248898105316,0.00977004038762488,2.47950764269263,0.00743153047044665,0.0808555983700524,0.0808555983700524,0.02229459141134,0.0808555983700524,50,50,100,0,0,1,1,1,1,0,0,1
87,0,0.00632863656385838,0.00122244419664287,-0.0051061923672155,0.012781535736468,-0.399497562147139,0.654802028345204,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.00182370886311358,0.0124213495456562,0.0105976406825426,0.00899140902702854,1.17864070588777,0.120697569786417,0.654802028345205,0.00403343376771126,0.241395139572834,0.654802028345205,50,50,100,0,1,0,1,1,1,0,0,1
88,0,-0.00336226211916459,0.018182711527394,0.0215449736465586,0.00978258513331928,2.20238038851069,0.0149914972742746,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,-0.00951380001440524,0.00729185196855888,0.0168056519829641,0.00794872343257436,2.11425798438194,0.0185156069912231,0.0299829945485493,0.00933533173009228,0.0299829945485493,0.0299829945485493,50,50,100,0,1,0,1,1,1,0,0,1
89,0,0.0187200046042916,0.0158434015577764,-0.00287660304651519,0.0117364579556723,-0.245099761561784,0.596554151508834,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.0131205592379114,0.0126552271906018,-0.000465332047309603,0.00942184460866148,-0.0493886353084007,0.51964494820595,1,0.0480815121458835,1,1,50,50,100,0,0,0,1,1,1,0,0,0
90,0,-0.0116974160419305,0.0146506973931465,0.026348113435077,0.011591847718521,2.27298650524704,0.0126052079192681,0.22,0.32,0.1,0.0887918915216925,1.12622896399914,0.13003430835418,-0.00538544691929625,0.00877416276426211,0.0141596096835584,0.0101150649234872,1.39985356403198,0.082357456100202,0.0378156237578044,0.164714912200404,0.164714912200404,0.164714912200404,50,50,100,0,0,0,1,1,1,0,0,0
91,0,-0.00630603860258754,-0.00356822770871795,0.00273781089386959,0.012851221316486,0.213038965437272,0.41586955612539,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,-0.0011516660358901,0.0135533401011446,0.0147050061370347,0.00989623051055246,1.4859199289421,0.0702551473948849,0.415869556125391,0.0436444976118784,0.14051029478977,0.415869556125391,50,50,100,0,0,0,1,1,1,0,0,0
92,0,0.00932431180015607,0.0178500374565766,0.0085257256564205,0.0129145124017728,0.660166283571816,0.255347899550734,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.00271544404034723,0.0114783833396677,0.00876293929932049,0.00975465407619011,0.898334193183717,0.185604621811904,0.371209243623808,0.0339289946074959,0.371209243623808,0.371209243623808,50,50,100,0,0,0,1,1,1,0,0,0
93,0,0.00225668179859307,0.00750063114987965,0.00524394935128659,0.0114952784957525,0.456182888759437,0.324633909424393,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,-0.00257115761338999,0.017069880645855,0.0196410382592449,0.00911352734400755,2.15515217301231,0.0167997510749682,0.324633909424393,0.114859839846881,0.0503992532249047,0.324633909424393,50,50,100,0,0,0,1,1,1,0,0,0
94,0,0.00399072638334546,-0.00103280072675898,-0.00502352711010443,0.0127673672059369,-0.393466172710099,0.652585040911442,0.14,0.48,0.34,0.0924986486387774,3.67572937554749,0.000118585418078743,-0.0103317220147789,0.015300471706116,0.025632193720895,0.0085905103746801,2.98378007859044,0.00179691138178661,0.652585040911443,0.000355756254236228,0.00359382276357323,0.652585040911443,50,50,100,0,1,1,1,1,1,0,0,1
